"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"53834MM","NY","COM","8987510268","05/01/2021","11:09A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","090","K","TRAFFIC","APPEAL AFFIRMED","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZWWGhOUkVreVQwRTlQUT09&locationName=_____________________)"
"KBC111","VT","PAS","9005780265","08/19/2022","01:20A","NO PARKING-STREET CLEANING","12/08/2022","65","60","3.89","0.09","128.8","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNVVZelJOUkVreVRsRTlQUT09&locationName=_____________________)"
"082622R","NJ","PAS","8637066719","05/01/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNTZRVEpPYW1ONFQxRTlQUT09&locationName=_____________________)"
"AL33485","AZ","PAS","4811226227","11/07/2022","10:03P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtsNVRuYzlQUT09&locationName=_____________________)"
"KGS8810","NY","PAS","8957971907","05/04/2021","07:01A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkd0M1RuYzlQUT09&locationName=_____________________)"
"HZU2710","NY","PAS","8850543300","06/10/2021","07:20A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWsxM1RVRTlQUT09&locationName=_____________________)"
"KDU1679","NY","PAS","8850543311","06/10/2021","07:25A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","108","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWsxNFRWRTlQUT09&locationName=_____________________)"
"KGR7588","NY","PAS","8841090157","02/13/2021","01:04P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","115","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOUkVVeFRuYzlQUT09&locationName=_____________________)"
"KUU6114","NY","PAS","8823985559","06/15/2022","10:44A","BIKE LANE",,"115","10","0","10","115","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkZVeFQxRTlQUT09&locationName=_____________________)"
"33097NA","NY","COM","8585272855","07/19/2022","09:07A","NO STANDING-DAY/TIME LIMITS","11/03/2022","115","60","0.22","0.13","175.09","0","018","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVE5OYW1jeFRsRTlQUT09&locationName=_____________________)"
"GYA3825","NY","PAS","4811226239","11/07/2022","10:03P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtsNlQxRTlQUT09&locationName=_____________________)"
"913288R","NJ","PAS","8935901167","02/22/2021",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNVVhM2ROVkVVeVRuYzlQUT09&locationName=_____________________)"
"HDM1307","NY","PAS","8244026571","10/10/2016",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk1FNUVRWGxPYWxVelRWRTlQUT09&locationName=_____________________)"
"HXK5902","NY","PAS","4842471189","05/22/2023","09:16A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkVVMFQxRTlQUT09&locationName=_____________________)"
"GJH3354","NY","PAS","8841090250","02/15/2021","12:59P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","115","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOUkVreFRVRTlQUT09&locationName=_____________________)"
"JFY3905","NY","PAS","8841090522","02/16/2021","08:49A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOUkZWNVRXYzlQUT09&locationName=_____________________)"
"JCF7384","NY","PAS","8841090558","02/16/2021","08:52A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOUkZVeFQwRTlQUT09&locationName=_____________________)"
"88752MN","NY","COM","8987794180","02/12/2022","01:24P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","15","100","0","084","K","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPUkVVMFRVRTlQUT09&locationName=_____________________)"
"GCR2037","NY","PAS","8987794453","02/16/2022","09:27A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","083","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPUkZFeFRYYzlQUT09&locationName=_____________________)"
"CMD1068","NY","PAS","8987794647","02/17/2022","11:16A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","081","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPUkZrd1RuYzlQUT09&locationName=_____________________)"
"FOG5572","OH","PAS","8987795019","02/18/2022","08:51A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPVkVGNFQxRTlQUT09&locationName=_____________________)"
"DDP6841","PA","PAS","8637072549","05/23/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNTZRVE5OYWxVd1QxRTlQUT09&locationName=_____________________)"
"W68MXE","NJ","PAS","8823985687","06/16/2022","07:21A","NO STANDING-EXC. TRUCK LOADING",,"95","10","0","0","105","0","007","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkZrMFRuYzlQUT09&locationName=_____________________)"
"1ANK63","MA","PAS","8957971944","05/04/2021","07:38A","FIRE HYDRANT",,"115","0","0","0","115","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkdzd1RrRTlQUT09&locationName=_____________________)"
"GPB2546","NY","PAS","8823985675","06/16/2022","06:32A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","007","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkZrelRsRTlQUT09&locationName=_____________________)"
"KJC3979","NY","PAS","8823985729","06/16/2022","08:36A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","007","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkdONVQxRTlQUT09&locationName=_____________________)"
"JMR1966","NY","PAS","4811226288","11/07/2022","10:05P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtrMFQwRTlQUT09&locationName=_____________________)"
"51360ML","NY","COM","8585277385","08/17/2022","09:47A","BIKE LANE",,"115","0","0","0","115","0","017","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVE5PZWswMFRsRTlQUT09&locationName=_____________________)"
"11309NA","NY","COM","8585282824","09/24/2022","10:19A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","014","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVFJOYW1kNVRrRTlQUT09&locationName=_____________________)"
"KXD7711","NY","PAS","9064422321","07/07/2023","06:41P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOYWsxNVRWRTlQUT09&locationName=_____________________)"
"JHC6879","NY","PAS","4842471220","05/22/2023","09:16A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkVsNVRVRTlQUT09&locationName=_____________________)"
"36399MK","NY","COM","8823985699","06/16/2022","07:33A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","40","25","0","007","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkZrMVQxRTlQUT09&locationName=_____________________)"
"KTH2232","NY","PAS","4811226252","11/07/2022","10:04P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtreFRXYzlQUT09&locationName=_____________________)"
"KMG9390","NY","PAS","8987795068","02/18/2022","08:59A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPVkVFeVQwRTlQUT09&locationName=_____________________)"
"JCM8212","NY","PAS","8841090900","02/17/2021","09:53A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOUkd0M1RVRTlQUT09&locationName=_____________________)"
"JCM8212","NY","PAS","8841090911","02/17/2021","09:55A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOUkd0NFRWRTlQUT09&locationName=_____________________)"
"KLP8267","NY","PAS","4842471190","05/22/2023","09:16A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkVVMVRVRTlQUT09&locationName=_____________________)"
"V89JEH","NJ","PAS","8987795093","02/18/2022","09:03A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPVkVFMVRYYzlQUT09&locationName=_____________________)"
"J64CCU","NJ","PAS","8987795100","02/18/2022","09:05A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZelZPVkVWM1RVRTlQUT09&locationName=_____________________)"
"JKD8459","NY","PAS","8987828293","07/10/2021","01:04P","EXPIRED MUNI METER",,"35","0","0","0","35","0","088","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZaM2xQUkVrMVRYYzlQUT09&locationName=_____________________)"
"LAE8923","NY","PAS","9105541918","01/26/2024","08:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmQwNVVWVEJOVkd0NFQwRTlQUT09&locationName=_____________________)"
"JJG8843","NY","PAS","8850543499","06/11/2021","07:02A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","65","0","0","114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWxFMVQxRTlQUT09&locationName=_____________________)"
"GEN7282","NY","PAS","8864084319","01/18/2022","04:05P","EXPIRED MUNI METER",,"35","0","0","0","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJPUkUxNFQxRTlQUT09&locationName=_____________________)"
"KFB6249","NY","PAS","8958024100","04/28/2021","06:40A","CROSSWALK",,"115","0","0","0","115","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVRWGxPUkVWM1RVRTlQUT09&locationName=_____________________)"
"66910PC","NY","APP","8679032463","10/03/2019","01:56P","NO STANDING-BUS STOP",,"115","0","0","0","115","0","001","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wOVVRWHBOYWxFeVRYYzlQUT09&locationName=_____________________)"
"FEL7874","NY","999","8637082130","06/30/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNTZRVFJOYWtWNlRVRTlQUT09&locationName=_____________________)"
"HVK9531","NY","PAS","8994656972","09/11/2021","03:12P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEZPYW1zelRXYzlQUT09&locationName=_____________________)"
"JGK5478","NY","PAS","8994656984","09/11/2021","03:13P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEZPYW1zMFRrRTlQUT09&locationName=_____________________)"
"GJZ4168","NY","999","8637083705","07/07/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNTZRVFJOZW1OM1RsRTlQUT09&locationName=_____________________)"
"KDX2189","NY","PAS","4842471323","05/22/2023","09:18A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkUxNVRYYzlQUT09&locationName=_____________________)"
"JRC2268","NY","PAS","8850543438","06/10/2021","09:09A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWxGNlQwRTlQUT09&locationName=_____________________)"
"15925MC","NY","COM","8841091708","02/23/2021","09:14A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","5","30","0","114","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOVkdOM1QwRTlQUT09&locationName=_____________________)"
"HWV9479","NY","PAS","8987832557","07/31/2021","07:36A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZaM3BOYWxVeFRuYzlQUT09&locationName=_____________________)"
"GYF4908","NY","PAS","4842471281","05/22/2023","09:17A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","ST","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkVrMFRWRTlQUT09&locationName=_____________________)"
"HLC4990","NY","PAS","9002465002","07/21/2022","02:50P","NO PARKING-DAY/TIME LIMITS",,"60","10","0","0","70","0","083","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEpPVkVGM1RXYzlQUT09&locationName=_____________________)"
"JGM5592","NY","PAS","8989035491","02/15/2022","11:14A","DOUBLE PARKING",,"115","0","0","0","115","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVRWHBPVkZFMVRWRTlQUT09&locationName=_____________________)"
"KJH4970","PA","PAS","8850543414","06/10/2021","09:03A","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWxGNFRrRTlQUT09&locationName=_____________________)"
"KSC7910","NY","PAS","8990029545","02/03/2022","11:15A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVRWGxQVkZVd1RsRTlQUT09&locationName=_____________________)"
"JSR6749","PA","PAS","8990731185","02/22/2022","11:37A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVZM3BOVkVVMFRsRTlQUT09&locationName=_____________________)"
"HXK5058","NY","PAS","8991197681","01/27/2022","09:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVSVFZPZWxrMFRWRTlQUT09&locationName=_____________________)"
"2PC764","MA","PAS","8994657022","09/11/2021","04:47P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEZPZWtGNVRXYzlQUT09&locationName=_____________________)"
"KMZ7878","PA","PAS","8637108544","04/13/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNTZSWGRQUkZVd1RrRTlQUT09&locationName=_____________________)"
"KKF2983","NY","PAS","8958024367","04/28/2021","08:58A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVRWGxPUkUweVRuYzlQUT09&locationName=_____________________)"
"LNP4761","PA","PAS","9005780526","08/19/2022","06:21A","NO STANDING-EXC. AUTH. VEHICLE","12/08/2022","95","60","2.51","0.27","157.24","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNVVZelJOUkZWNVRtYzlQUT09&locationName=_____________________)"
"GGV3836","NY","PAS","8767180164","05/10/2021","04:23P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","121","R","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rNTZSVFJOUkVVeVRrRTlQUT09&locationName=_____________________)"
"14002MN","NY","COM","8585285916","10/18/2022","02:08P","FAIL TO DISP. MUNI METER RECPT",,"65","0","0","0","65","0","014","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVFJPVkd0NFRtYzlQUT09&locationName=_____________________)"
"T677421C","NY","OMT","8850543580","06/11/2021","07:55A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWxVMFRVRTlQUT09&locationName=_____________________)"
"KKS6651","NY","PAS","8850543578","06/11/2021","07:42A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWxVelQwRTlQUT09&locationName=_____________________)"
"KAE5296","NY","OMS","9064425000","06/23/2023","03:30P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","103","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxPVkVGM1RVRTlQUT09&locationName=_____________________)"
"JGT4655","NY","PAS","8991206645","01/27/2022","09:30A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","079","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVTWGRPYWxrd1RsRTlQUT09&locationName=_____________________)"
"019137T","NJ","PAS","8958024276","04/28/2021","08:23A","FIRE HYDRANT",,"115","0","0","0","115","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVRWGxPUkVrelRtYzlQUT09&locationName=_____________________)"
"CCK1534","NY","PAS","4842471372","05/22/2023","09:19A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkUwelRXYzlQUT09&locationName=_____________________)"
"FXY7418","NY","PAS","8841092361","02/25/2021","08:37A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","110","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFZOYWsweVRWRTlQUT09&locationName=_____________________)"
"HFP5380","NY","PAS","9002465038","07/21/2022","03:22P","NO STANDING-BUS STOP",,"115","10","0","0","125","0","083","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEpPVkVGNlQwRTlQUT09&locationName=_____________________)"
"LSH3781","PA","PAS","4842471414","05/22/2023","09:19A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","1.14","0.06","76.08","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkZGNFRrRTlQUT09&locationName=_____________________)"
"GPU1108","NY","PAS","4811226318","11/07/2022","10:05P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWsxNFQwRTlQUT09&locationName=_____________________)"
"446ZWN","CT","PAS","8991206736","01/27/2022","09:47A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","079","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVTWGRPYW1ONlRtYzlQUT09&locationName=_____________________)"
